fold,track,horizon_step,target_type,model,baseline,day_blocks,mae_difference,ci_95_low,ci_95_high,bootstrap_seed,bootstrap_replicates
0,day_ahead,18,pickups,poisson_gru,historical_average,28,6.353955512509166,4.223940659960543,8.045479978171283,20260728,300
0,day_ahead,18,returns,poisson_gru,historical_average,28,3.221226517596119,2.1963480288620367,4.089116851083608,20260728,300
0,day_ahead,19,combined,poisson_gru,historical_average,28,7.78599500777392,4.6804434278391245,10.178350389618071,20260728,300
0,day_ahead,19,pickups,poisson_gru,historical_average,28,3.3893219575569624,1.904887106960495,4.812620109452489,20260728,300
0,day_ahead,19,returns,poisson_gru,historical_average,28,3.8937491180693686,2.628432343790774,4.894900409347234,20260728,300
0,day_ahead,20,combined,poisson_gru,historical_average,28,2.0220688433331637,1.0065364470306821,3.0100302387426736,20260728,300
0,day_ahead,20,pickups,poisson_gru,historical_average,28,0.7943276588819767,0.3479817415694719,1.219935674204933,20260728,300
0,day_ahead,20,returns,poisson_gru,historical_average,28,1.144240371283313,0.7003753342010871,1.6154202064514502,20260728,300
0,day_ahead,21,combined,poisson_gru,historical_average,28,2.9628004372306114,2.2123398043648708,3.7835519042996744,20260728,300
0,day_ahead,21,pickups,poisson_gru,historical_average,28,1.7775618663146964,1.4542292931047376,2.145677356354025,20260728,300
0,day_ahead,21,returns,poisson_gru,historical_average,28,1.3926238029798343,1.04676519545185,1.7777998905300572,20260728,300
0,day_ahead,22,combined,poisson_gru,historical_average,28,2.825780180762533,2.072069355060096,3.622947573623897,20260728,300
0,day_ahead,22,pickups,poisson_gru,historical_average,28,1.7477314781187199,1.410343882046612,2.088426522123272,20260728,300
0,day_ahead,22,returns,poisson_gru,historical_average,28,1.2186268691483804,0.8466722335259886,1.5979885060305563,20260728,300
0,day_ahead,23,combined,poisson_gru,historical_average,28,1.9356327752943245,1.4997344751863773,2.3768584890863744,20260728,300
0,day_ahead,23,pickups,poisson_gru,historical_average,28,1.105287661843464,0.8971678494354407,1.3045871056324465,20260728,300
0,day_ahead,23,returns,poisson_gru,historical_average,28,0.9217643542916619,0.7335811544709105,1.1301078338193584,20260728,300
0,day_ahead,24,combined,poisson_gru,historical_average,28,0.8867999329568214,0.6493428997909011,1.1135338872074418,20260728,300
0,day_ahead,24,pickups,poisson_gru,historical_average,28,0.5656260228154363,0.422374749095117,0.7119117297938923,20260728,300
0,day_ahead,24,returns,poisson_gru,historical_average,28,0.36547719092163217,0.25965639998564777,0.48558971706006493,20260728,300
0,two_hour,1,combined,poisson_gru,historical_average,28,0.08379110975826491,-0.6591003150246456,0.6635525361456059,20260728,300
0,two_hour,1,pickups,poisson_gru,historical_average,28,0.2514951910374777,-0.14452394641984795,0.5570724774336868,20260728,300
0,two_hour,1,returns,poisson_gru,historical_average,28,0.16196318439173993,-0.18168399653142403,0.4308065625305658,20260728,300
0,two_hour,2,combined,poisson_gru,historical_average,28,1.0955010492099402,0.2704940277764101,1.7029304001030898,20260728,300
0,two_hour,2,pickups,poisson_gru,historical_average,28,0.5756806465891591,0.1580602326600605,0.8754473583975947,20260728,300
0,two_hour,2,returns,poisson_gru,historical_average,28,0.8086512574519118,0.39988189992803713,1.1060901930406304,20260728,300
1,day_ahead,1,combined,poisson_gru,historical_average,27,-0.33603310951181914,-0.7318087467990264,0.011908880774031638,20260728,300
1,day_ahead,1,pickups,poisson_gru,historical_average,27,-0.21040593212685363,-0.4000030905997435,-0.04912192037638526,20260728,300
1,day_ahead,1,returns,poisson_gru,historical_average,27,-0.07706317899708903,-0.25596975805753036,0.09859668005710988,20260728,300
1,day_ahead,2,combined,poisson_gru,historical_average,27,-0.2121449480781508,-0.47069451796286665,-0.005742659777495993,20260728,300
1,day_ahead,2,pickups,poisson_gru,historical_average,27,-0.1710757976543276,-0.3133560680018794,-0.04696938198572682,20260728,300
1,day_ahead,2,returns,poisson_gru,historical_average,27,-0.06439464655249313,-0.19105866103732105,0.03629006499670159,20260728,300
1,day_ahead,3,combined,poisson_gru,historical_average,28,-0.13296001604733781,-0.30196705393082685,0.02138652754176784,20260728,300
1,day_ahead,3,pickups,poisson_gru,historical_average,28,-0.08665333409147093,-0.1681404520404331,-0.012193330801620019,20260728,300
1,day_ahead,3,returns,poisson_gru,historical_average,28,-0.09099500723057186,-0.1663870906212582,-0.01746828354224074,20260728,300
1,day_ahead,4,combined,poisson_gru,historical_average,28,-0.010889931535954299,-0.12100338978064487,0.10495456350071686,20260728,300
1,day_ahead,4,pickups,poisson_gru,historical_average,28,-0.006994781735030718,-0.06305271027177267,0.057773911860513616,20260728,300
1,day_ahead,4,returns,poisson_gru,historical_average,28,-0.008890761721454777,-0.07383318142431933,0.05793140307236687,20260728,300
1,day_ahead,5,combined,poisson_gru,historical_average,28,0.352757726492357,0.1991041315784248,0.5370907189671307,20260728,300
1,day_ahead,5,pickups,poisson_gru,historical_average,28,0.15537762938321,0.07343409797018867,0.24903189957170616,20260728,300
1,day_ahead,5,returns,poisson_gru,historical_average,28,0.19235621709784564,0.10159264896013014,0.2889935637601244,20260728,300
1,day_ahead,6,combined,poisson_gru,historical_average,28,0.6649038013734873,0.3791126323711546,1.0063093814131492,20260728,300
1,day_ahead,6,pickups,poisson_gru,historical_average,28,0.2483262882217214,0.1224720417958905,0.39273728301280175,20260728,300
1,day_ahead,6,returns,poisson_gru,historical_average,28,0.3972432280679126,0.23433488052393384,0.5737580132240382,20260728,300
1,day_ahead,7,combined,poisson_gru,historical_average,28,0.7879315316791822,-0.09266838274838916,1.5123705616342618,20260728,300
1,day_ahead,7,pickups,poisson_gru,historical_average,28,0.43917459327358693,0.0613866814885181,0.8108803910869954,20260728,300
1,day_ahead,7,returns,poisson_gru,historical_average,28,0.4824852468223711,0.040649405387664414,0.8443901702906483,20260728,300
1,day_ahead,8,combined,poisson_gru,historical_average,28,2.6386585776377984,0.49850678853680913,4.919122732652023,20260728,300
1,day_ahead,8,pickups,poisson_gru,historical_average,28,1.2855866833663414,0.23880012585146562,2.302899429439869,20260728,300
1,day_ahead,8,returns,poisson_gru,historical_average,28,1.252582387596554,0.11605029935204299,2.432407251157621,20260728,300
1,day_ahead,9,combined,poisson_gru,historical_average,28,7.566324671290155,1.3591489085849187,13.62568522808284,20260728,300
1,day_ahead,9,pickups,poisson_gru,historical_average,28,2.9751269391831525,0.532235030956222,5.509299255447297,20260728,300
1,day_ahead,9,returns,poisson_gru,historical_average,28,3.918604268891374,0.513320559356408,7.266203831657063,20260728,300
1,day_ahead,10,combined,poisson_gru,historical_average,28,3.5586740905999528,-0.3680668837576082,7.579785627277921,20260728,300
1,day_ahead,10,pickups,poisson_gru,historical_average,28,1.0387943290061872,-0.33740347965016615,2.52934339393214,20260728,300
1,day_ahead,10,returns,poisson_gru,historical_average,28,2.1337788623883363,-0.21983813750239026,4.4821855887053,20260728,300
1,day_ahead,11,combined,poisson_gru,historical_average,28,0.6648713452051477,-0.5856216820446197,1.684318764830861,20260728,300
1,day_ahead,11,pickups,poisson_gru,historical_average,28,0.41094931334289814,-0.1917535534914019,0.9010904124899761,20260728,300
1,day_ahead,11,returns,poisson_gru,historical_average,28,0.24426737448086122,-0.4293120038742997,0.8046939451933567,20260728,300
1,day_ahead,12,combined,poisson_gru,historical_average,28,1.4480632629299142,0.16029847853799886,2.6344357742460347,20260728,300
1,day_ahead,12,pickups,poisson_gru,historical_average,28,0.7168652808150566,0.07438778935949762,1.28234445469232,20260728,300
1,day_ahead,12,returns,poisson_gru,historical_average,28,0.7366049117783823,0.11992678801240825,1.2853136871657815,20260728,300
1,day_ahead,13,combined,poisson_gru,historical_average,28,0.8204235363948978,-0.7027774738844862,2.26594744375973,20260728,300
1,day_ahead,13,pickups,poisson_gru,historical_average,28,0.4285571496265453,-0.2922089167739975,1.1169095226561807,20260728,300
1,day_ahead,13,returns,poisson_gru,historical_average,28,0.33385800476124083,-0.3931568777744483,1.0204283486294472,20260728,300
1,day_ahead,14,combined,poisson_gru,historical_average,28,0.6551407641751784,-1.1161169819424026,2.129198621537125,20260728,300
1,day_ahead,14,pickups,poisson_gru,historical_average,28,0.3859839562792722,-0.3701156393094678,1.0484382445057379,20260728,300
1,day_ahead,14,returns,poisson_gru,historical_average,28,0.14248424418561453,-0.6761408099578403,0.8325147177188247,20260728,300
1,day_ahead,15,combined,poisson_gru,historical_average,28,0.8523833747526836,-0.5975148838917006,2.2095706945360303,20260728,300
1,day_ahead,15,pickups,poisson_gru,historical_average,28,0.6478442583250424,-0.1337630642708679,1.341645296610699,20260728,300
1,day_ahead,15,returns,poisson_gru,historical_average,28,0.12150730390659427,-0.47474048302036675,0.700768731744816,20260728,300
1,day_ahead,16,combined,poisson_gru,historical_average,28,0.3590509277084989,-1.104207216708702,1.7499443427307593,20260728,300
1,day_ahead,16,pickups,poisson_gru,historical_average,28,0.4850778361896668,-0.19429460368720092,1.2207584302135264,20260728,300
1,day_ahead,16,returns,poisson_gru,historical_average,28,-0.16827089529664804,-0.8097115230846299,0.4412625855638224,20260728,300
1,day_ahead,17,combined,poisson_gru,historical_average,28,-1.7348738733319384,-4.112496537389655,0.3215138766270163,20260728,300
1,day_ahead,17,pickups,poisson_gru,historical_average,28,-0.7959239984837466,-2.181754737944408,0.37146035478818795,20260728,300
1,day_ahead,17,returns,poisson_gru,historical_average,28,-0.6328411391459954,-1.574993567914875,0.1918061441993291,20260728,300
1,day_ahead,18,combined,poisson_gru,historical_average,28,-3.204495734162957,-9.280693532073736,2.777415681010336,20260728,300
1,day_ahead,18,pickups,poisson_gru,historical_average,28,-1.7536391636366702,-5.297900135387763,1.788412339772797,20260728,300
1,day_ahead,18,returns,poisson_gru,historical_average,28,-1.6927559826147982,-4.185258039981549,0.6147593530368337,20260728,300
1,day_ahead,19,combined,poisson_gru,historical_average,28,-3.255320912069863,-8.854332412234246,2.35716746202081,20260728,300
1,day_ahead,19,pickups,poisson_gru,historical_average,28,-1.818453855930484,-4.634865396416019,1.0796857826659716,20260728,300
1,day_ahead,19,returns,poisson_gru,historical_average,28,-1.6578140110543627,-4.3340998023709405,0.9928043113622869,20260728,300
1,day_ahead,20,combined,poisson_gru,historical_average,28,-2.25461529540867,-4.375161673114788,-0.25337617367826065,20260728,300
1,day_ahead,20,pickups,poisson_gru,historical_average,28,-1.073975276630479,-2.023191204251389,-0.09853245029072008,20260728,300
1,day_ahead,20,returns,poisson_gru,historical_average,28,-1.0656446298962485,-2.1096626051698073,-0.08667119910652037,20260728,300
1,day_ahead,21,combined,poisson_gru,historical_average,28,-0.2817506077119668,-1.4305950806730212,0.7396624305226432,20260728,300
1,day_ahead,21,pickups,poisson_gru,historical_average,28,-0.06885788860762342,-0.585282249871657,0.4670329719832363,20260728,300
1,day_ahead,21,returns,poisson_gru,historical_average,28,-0.1181750409124772,-0.6616083200813175,0.37801744650388225,20260728,300
1,day_ahead,22,combined,poisson_gru,historical_average,28,0.04203908185511583,-0.7508214266567798,0.8284947789206593,20260728,300
1,day_ahead,22,pickups,poisson_gru,historical_average,28,0.03888020348353082,-0.418796897441952,0.4628976071124106,20260728,300
1,day_ahead,22,returns,poisson_gru,historical_average,28,0.09940794126672406,-0.23890031825804262,0.4543334048113627,20260728,300
1,day_ahead,23,combined,poisson_gru,historical_average,28,-0.29928130036407946,-1.010319426249927,0.34534208584762516,20260728,300
1,day_ahead,23,pickups,poisson_gru,historical_average,28,-0.18827035474037088,-0.5598768023439563,0.15719069545458556,20260728,300
1,day_ahead,23,returns,poisson_gru,historical_average,28,-0.10913515713295989,-0.40382988131735287,0.15560745525218264,20260728,300
1,day_ahead,24,combined,poisson_gru,historical_average,28,-0.4811727837413667,-1.0164869869199722,0.0250103497385741,20260728,300
1,day_ahead,24,pickups,poisson_gru,historical_average,28,-0.2316811266574841,-0.5035206209551646,0.031480910190116,20260728,300
1,day_ahead,24,returns,poisson_gru,historical_average,28,-0.2584269319948201,-0.4923264243620763,-0.03782090712609142,20260728,300
1,two_hour,1,combined,poisson_gru,historical_average,28,-2.074785302698078,-3.5822601515997325,-0.7310794685218887,20260728,300
1,two_hour,1,pickups,poisson_gru,historical_average,28,-0.9146947190452496,-1.6561402971858095,-0.2589525964935119,20260728,300
1,two_hour,1,returns,poisson_gru,historical_average,28,-0.9472006690833331,-1.7169668691911284,-0.2687734399677754,20260728,300
1,two_hour,2,combined,poisson_gru,historical_average,28,-1.352431919929714,-2.9029131363536322,0.07869844215400999,20260728,300
1,two_hour,2,pickups,poisson_gru,historical_average,28,-0.6650598543365852,-1.4073746938623048,0.029812717877068705,20260728,300
1,two_hour,2,returns,poisson_gru,historical_average,28,-0.5785021454343872,-1.3450447277923818,0.15648027930491312,20260728,300
2,day_ahead,1,combined,poisson_gru,historical_average,28,-0.2835381686565967,-0.44728203085175583,-0.12403061265948674,20260728,300
2,day_ahead,1,pickups,poisson_gru,historical_average,28,-0.1629725748396369,-0.23730188775163893,-0.08497163857389455,20260728,300
2,day_ahead,1,returns,poisson_gru,historical_average,28,-0.15939140945120678,-0.22785407933762344,-0.079019172001707,20260728,300
2,day_ahead,2,combined,poisson_gru,historical_average,28,-0.1808768225033214,-0.3007447834393374,-0.04515635518667227,20260728,300
2,day_ahead,2,pickups,poisson_gru,historical_average,28,-0.1327317586353923,-0.192823651870663,-0.06377974358473966,20260728,300
2,day_ahead,2,returns,poisson_gru,historical_average,28,-0.1104668199785109,-0.17374841485668235,-0.04951767118907221,20260728,300
2,day_ahead,3,combined,poisson_gru,historical_average,28,-0.16491324853058043,-0.24912465568409234,-0.09041336107540969,20260728,300
2,day_ahead,3,pickups,poisson_gru,historical_average,28,-0.1002780079557641,-0.136882321664411,-0.060842036090063424,20260728,300
2,day_ahead,3,returns,poisson_gru,historical_average,28,-0.13161310780213228,-0.17118323619339182,-0.09150747449036349,20260728,300
2,day_ahead,4,combined,poisson_gru,historical_average,28,-0.08518738580088604,-0.1475578201835139,-0.02643005839435538,20260728,300
2,day_ahead,4,pickups,poisson_gru,historical_average,28,-0.05147883933140509,-0.08752465892455046,-0.0168419820533144,20260728,300
2,day_ahead,4,returns,poisson_gru,historical_average,28,-0.06925140033855763,-0.10590673246098513,-0.02623392390298869,20260728,300
2,day_ahead,5,combined,poisson_gru,historical_average,28,0.24521427594087528,0.10073927653026721,0.3895720710382292,20260728,300
2,day_ahead,5,pickups,poisson_gru,historical_average,28,0.09142800029199304,0.040192171022787604,0.14263207965982508,20260728,300
2,day_ahead,5,returns,poisson_gru,historical_average,28,0.1438231971425888,0.042787281721665134,0.24890614515745074,20260728,300
2,day_ahead,6,combined,poisson_gru,historical_average,28,0.6245896643632777,0.35047216123394853,0.9203130264997167,20260728,300
2,day_ahead,6,pickups,poisson_gru,historical_average,28,0.136066564387491,0.06720325171975444,0.21735927602640392,20260728,300
2,day_ahead,6,returns,poisson_gru,historical_average,28,0.5459061733698419,0.33686800557321633,0.7611848189351931,20260728,300
2,day_ahead,7,combined,poisson_gru,historical_average,28,0.5477113816786435,-0.2611381423740447,1.311036917952831,20260728,300
2,day_ahead,7,pickups,poisson_gru,historical_average,28,0.19069842792961778,-0.26161457084984757,0.6239211230509103,20260728,300
2,day_ahead,7,returns,poisson_gru,historical_average,28,0.41899495700844575,0.03289681058656136,0.7796666210114911,20260728,300
2,day_ahead,8,combined,poisson_gru,historical_average,28,0.22923973220070254,-2.0604065803691185,2.327267600265634,20260728,300
2,day_ahead,8,pickups,poisson_gru,historical_average,28,0.06321566625915029,-1.1042190177033702,1.143132895721631,20260728,300
2,day_ahead,8,returns,poisson_gru,historical_average,28,0.10539276546240019,-0.952564414938899,1.0879166963114328,20260728,300
2,day_ahead,9,combined,poisson_gru,historical_average,28,0.21521848544526648,-6.104140590424229,5.969868928373133,20260728,300
2,day_ahead,9,pickups,poisson_gru,historical_average,28,-0.5642171577124032,-3.1474219082904273,1.7937586494449604,20260728,300
2,day_ahead,9,returns,poisson_gru,historical_average,28,0.2414360268842566,-3.163652768924155,3.3432228580763512,20260728,300
2,day_ahead,10,combined,poisson_gru,historical_average,28,-2.295689127470188,-6.438154191322605,1.3912232322659615,20260728,300
2,day_ahead,10,pickups,poisson_gru,historical_average,28,-1.286956056002435,-2.9717834775668583,0.14289059698515014,20260728,300
2,day_ahead,10,returns,poisson_gru,historical_average,28,-1.0208397839376029,-3.4568866814775157,1.0621505442324448,20260728,300
2,day_ahead,11,combined,poisson_gru,historical_average,28,0.0781148132888343,-0.9918304368150599,1.0764143298607718,20260728,300
2,day_ahead,11,pickups,poisson_gru,historical_average,28,-0.051346013232414535,-0.540787754825114,0.4301350344906941,20260728,300
2,day_ahead,11,returns,poisson_gru,historical_average,28,0.3066548249130916,-0.35356153731313256,0.9077640066152796,20260728,300
2,day_ahead,12,combined,poisson_gru,historical_average,28,0.9603161693967374,-0.34023361718840717,2.490367419685245,20260728,300
2,day_ahead,12,pickups,poisson_gru,historical_average,28,0.24899986208425012,-0.3250503222265439,0.9169240286058012,20260728,300
2,day_ahead,12,returns,poisson_gru,historical_average,28,0.7263554900894414,0.09631762089884566,1.5183489605600868,20260728,300
2,day_ahead,13,combined,poisson_gru,historical_average,28,-0.8061880532710626,-2.2194053461896366,0.7142578313013702,20260728,300
2,day_ahead,13,pickups,poisson_gru,historical_average,28,-0.2413907559815707,-0.8741416049307469,0.4939429207178821,20260728,300
2,day_ahead,13,returns,poisson_gru,historical_average,28,-0.450428846140379,-1.1671269621521771,0.20067851143187676,20260728,300
2,day_ahead,14,combined,poisson_gru,historical_average,28,-1.0979862869712822,-2.636436711810055,0.32685869251803673,20260728,300
2,day_ahead,14,pickups,poisson_gru,historical_average,28,-0.348350746481264,-1.0360119097231892,0.3903734454936416,20260728,300
2,day_ahead,14,returns,poisson_gru,historical_average,28,-0.6905298564859297,-1.377836035749717,-0.0011739651124082822,20260728,300
2,day_ahead,15,combined,poisson_gru,historical_average,28,-0.3614064544261046,-1.7737216817281145,1.2306960505519173,20260728,300
2,day_ahead,15,pickups,poisson_gru,historical_average,28,0.16214160395990931,-0.5453912001848576,0.9842593000533438,20260728,300
2,day_ahead,15,returns,poisson_gru,historical_average,28,-0.49121412599741093,-1.1680291599996462,0.2164957246347608,20260728,300
2,day_ahead,16,combined,poisson_gru,historical_average,28,-0.43257585383875136,-1.8819362519929645,1.135152684039375,20260728,300
2,day_ahead,16,pickups,poisson_gru,historical_average,28,0.07703290697333827,-0.6703154500558128,0.8793094516714106,20260728,300
2,day_ahead,16,returns,poisson_gru,historical_average,28,-0.4842157294037138,-1.1498924915910294,0.18814630136187963,20260728,300
2,day_ahead,17,combined,poisson_gru,historical_average,28,-2.7669134977151377,-4.334251046499148,-1.2819769437712478,20260728,300
2,day_ahead,17,pickups,poisson_gru,historical_average,28,-1.4973151981097583,-2.381722834810258,-0.8014028066091814,20260728,300
2,day_ahead,17,returns,poisson_gru,historical_average,28,-0.9858178725853453,-1.6805813182071367,-0.28683800744751936,20260728,300
2,day_ahead,18,combined,poisson_gru,historical_average,28,-9.719296595573244,-14.23493764826727,-5.526030758436809,20260728,300
2,day_ahead,18,pickups,poisson_gru,historical_average,28,-5.433056614259436,-8.007484237171662,-2.9620087846428476,20260728,300
2,day_ahead,18,returns,poisson_gru,historical_average,28,-3.891825390072808,-5.683185868070878,-2.2436269549786796,20260728,300
2,day_ahead,19,combined,poisson_gru,historical_average,28,-10.54090326890106,-15.027422350997965,-6.321932311709597,20260728,300
2,day_ahead,19,pickups,poisson_gru,historical_average,28,-5.491682202306442,-7.917021205566379,-3.166229276870973,20260728,300
2,day_ahead,19,returns,poisson_gru,historical_average,28,-4.543291632310114,-6.4815976873344034,-2.6902481950859967,20260728,300
2,day_ahead,20,combined,poisson_gru,historical_average,28,-4.547299728758731,-6.57823331633993,-2.745945936716057,20260728,300
2,day_ahead,20,pickups,poisson_gru,historical_average,28,-2.420761719234713,-3.3598225928913426,-1.5614079123236853,20260728,300
2,day_ahead,20,returns,poisson_gru,historical_average,28,-1.8851993039435175,-2.8245076478278848,-1.025579231422571,20260728,300
2,day_ahead,21,combined,poisson_gru,historical_average,28,-1.101842986438809,-2.1505428242965205,-0.19077937428933012,20260728,300
2,day_ahead,21,pickups,poisson_gru,historical_average,28,-0.7492581340775623,-1.275891801485885,-0.3315984285561026,20260728,300
2,day_ahead,21,returns,poisson_gru,historical_average,28,-0.2514839738615121,-0.8118339860565096,0.24500853602878578,20260728,300
2,day_ahead,22,combined,poisson_gru,historical_average,28,-0.756632092970297,-1.3829128269676048,-0.22737454091354345,20260728,300
2,day_ahead,22,pickups,poisson_gru,historical_average,28,-0.46605669166459884,-0.7741941570445701,-0.2069254181494934,20260728,300
2,day_ahead,22,returns,poisson_gru,historical_average,28,-0.12415831277826198,-0.47279336026545316,0.1720422774025078,20260728,300
2,day_ahead,23,combined,poisson_gru,historical_average,28,-1.2771745524478777,-1.7569393524711445,-0.8447507049494538,20260728,300
2,day_ahead,23,pickups,poisson_gru,historical_average,28,-0.6680574800601072,-0.8718388276425689,-0.47928639557071345,20260728,300
2,day_ahead,23,returns,poisson_gru,historical_average,28,-0.4885208231275199,-0.766010218393696,-0.26381838419669973,20260728,300
2,day_ahead,24,combined,poisson_gru,historical_average,28,-0.7468773367777641,-1.1042005436492859,-0.3910814689860113,20260728,300
